No.;Time;Comment;Scramble;Date;P.1
336;4.88;;L' B' R L' B U L' U' u';2023-07-29 17:45:39;4.88
337;4.87;;L' B' L' B' L B R B' r' b;2023-07-29 17:45:55;4.87
338;10.85;;U R' B L' B' L' U B' r';2023-07-29 17:46:13;10.85
339;5.00;;R U L B' R' L B' R' l' r' u';2023-07-29 17:46:34;5.00
340;4.91;;B U B' R L' B' U' R B r' b';2023-07-29 17:46:53;4.91
341;5.57;;R L U' R' L' B U B' l;2023-07-29 17:47:41;5.57
342;5.19;;R U' B U R' B L' B' l b' u';2023-07-29 17:48:05;5.19
343;6.89;;U' R L B' R L' B L U' r b u;2023-07-29 17:48:24;6.89
344;9.51;;R L U L B' R' L' B r b' u';2023-07-29 17:48:44;9.51
345;9.59;;U' B L B U B L B' l' r b u';2023-07-29 17:49:08;9.59
346;4.95;;B R' L U' B' L' R' U' l' b u';2023-07-29 17:49:31;4.95
347;6.30;;U' L R B' L' R B U' R l r' u';2023-07-29 17:49:54;6.30
348;6.54;;B U B U' L U R L r';2023-07-29 17:50:14;6.54
349;7.60;;L B' R L R U L' R B' l' r' b;2023-07-29 17:50:33;7.60
350;7.47;;R' L B U L' U B' U' r b' u';2023-07-29 17:50:53;7.47
351;7.32;;U' L' U B' L' U' B R' r u;2023-07-29 17:51:16;7.32
352;6.67;;R B' L R U' B R U' l' b u';2023-07-29 17:51:36;6.67
353;6.53;;L' B' U R B' U' L' R L' r;2023-07-29 17:51:56;6.53
354;6.10;;L' B' U R L' U' R' U' l' b' u';2023-07-29 17:52:19;6.10
355;6.04;;B' U B U' B' R' U' R' l b' u';2023-07-29 17:52:37;6.04
356;6.88;;B' L B' U' B' U' L B' L' l r' b u;2023-07-29 17:53:01;6.88
357;10.05;;R' U B L' R U R' B' r u';2023-07-30 12:52:09;10.05
358;6.01;;B L B' L R' L' R' B' R' l' r b';2023-07-30 12:52:37;6.01
359;5.13;;U R' U' L U L U L' l r' b' u;2023-07-30 12:52:59;5.13
360;5.70;;U B' R B' R' L R L' u;2023-07-30 12:53:20;5.70
361;5.39;;R L R B L R' B L' l r b';2023-07-30 12:53:44;5.39
362;6.41;;B' R L R U B' L' B' l' r' b' u;2023-07-30 12:54:11;6.41
363;5.96;;R' L' U B' L' R' B U l' r' b';2023-07-30 12:54:37;5.96
364;4.12;;B' L B' U B R' B R r' b;2023-07-30 12:54:56;4.12
365;DNF(7.90);;B R' L' R' B L R' U' l';2023-07-30 12:55:24;7.90
366;6.90;;U' B R' U' L B' R B l' b';2023-07-30 12:55:50;6.90
367;5.15;;R U' L' R' L' U' R' L' r' u;2023-07-30 12:56:13;5.15
368;6.65;;R' B' L B' L R' U R' b' u;2023-07-30 12:56:34;6.65
369;6.10;;L' B R' L' B' L R U r' u';2023-07-30 12:56:56;6.10
370;6.21;;L B U' B' U B' U R l' u';2023-07-30 12:57:14;6.21
371;4.98;;L' R' B L R' U' B R' B' l b u';2023-07-30 12:57:38;4.98
372;10.34+;;U B R' B' R' L' B L l' b' u';2023-07-30 12:58:00;8.34
373;6.87;;U' B' U L B R L' R l' b' u';2023-07-30 12:58:23;6.87
374;6.69;;B' L' U R L' R U L U l' r' b' u';2023-07-30 12:58:53;6.69
375;5.00;;L U R B' R B' R L r';2023-07-30 12:59:15;5.00
376;4.69;;R U' B' L' R L' R L' r b' u';2023-07-30 12:59:36;4.69
377;5.70;;L' U' R' B R' U' R' L' l' u;2023-07-30 12:59:59;5.70
378;4.37;;B' L' B R' U' R U' R' b' u';2023-07-30 13:00:19;4.37
379;4.62;;R' U' R' U' B U B' L' u';2023-07-30 13:00:36;4.62
380;4.39;;R' L U B' U B U R' l' r u;2023-07-30 13:00:56;4.39
381;6.51;;R' U' B' L U B L U l r b' u;2023-07-30 13:01:11;6.51
382;5.38;;B' L B U' L' B U B u';2023-07-30 13:01:40;5.38
383;3.58;;U L' B L' B' L U' R' B l' b u';2023-07-30 13:02:07;3.58
384;6.18;;R B U' R' B' U' R' L' l r b';2023-07-30 13:02:23;6.18
385;8.97;;R L U' R' L U' R L' B' l';2023-07-30 13:02:41;8.97
386;4.44;;R' B L B R' L B' L' b' u';2023-07-30 13:03:04;4.44
387;2.74;;R' U L B' U' R U' R';2023-07-30 13:03:19;2.74
388;5.46;;R' U R L' R U L R' l r u;2023-07-30 13:03:36;5.46
389;8.92;;R B' U R' L' R' B' U' l' b u';2023-07-30 13:03:57;8.92
390;5.22;;U' B L U' R U L' R r' b;2023-07-30 13:04:21;5.22
391;7.37;;L' R L R B' L' B L' l r' b u;2023-07-30 13:04:44;7.37
392;3.85;;L R B' U L R' B' U b' u;2023-07-30 13:05:05;3.85
393;8.93;;B U' L' U' R U' B' U B' r';2023-07-30 13:05:24;8.93
394;7.22;;U' B L' B' R B R B l r' u';2023-07-30 13:05:47;7.22
395;3.44;;R B L' B' R L R L' b';2023-07-30 13:06:07;3.44
396;4.49;;U' B' U' B R L' U' R' U' b;2023-07-30 13:06:24;4.49
397;8.06;;U L R L U R' U B l b;2023-07-30 13:06:42;8.06
398;4.81;;B' U R L' B' L R U b u';2023-07-30 13:07:03;4.81
399;5.86;;R' B' R' B U' B' L' U l r' b;2023-07-30 13:07:21;5.86
400;10.24;;R' U' R B' L' U R L' l' r b' u;2023-07-30 13:07:59;10.24
401;8.36;;R' U' B L' B' U L' B R l b' u;2023-07-30 13:08:27;8.36
402;4.19;;B U' B R B R B' R r u';2023-08-02 22:51:44;4.19
403;5.30;;B U' B L U B R U' l' r';2023-08-02 22:52:09;5.30
404;7.64;;L' R U' B R' L' U B' l' r u;2023-08-02 22:52:32;7.64
405;8.17;;B' L' R B L' U' B' L' l' b' u;2023-08-02 22:53:02;8.17
406;7.84;;L R' B' L R B U' R' L r b u;2023-08-02 22:53:23;7.84
407;6.10;;L R L B' U' R' B L' l' r b u';2023-08-02 22:53:52;6.10
408;10.72;;B' U' B' R' U' B R' U l' b' u;2023-08-02 22:54:12;10.72
409;5.76;;U R' U' L R' L' B' L' l' r' u;2023-08-02 23:26:43;5.76
410;5.21;;L U B R U' B L' U l' r b;2023-08-02 23:27:18;5.21
411;5.42;;U L B' U' R' B U' B' l r' b';2023-08-02 23:27:49;5.42
412;6.93;;B' U' L' R B R' U' B' l r b' u';2023-08-02 23:28:07;6.93
413;4.44;;L B L R' U' L R U L' l r b';2023-08-02 23:31:32;4.44
414;6.60;;U L B R' B R' U B R' l r' b u';2023-08-02 23:31:51;6.60
415;6.60;;L U L' U' B' U' R' L l' r b u;2023-08-02 23:32:13;6.60
416;4.32;;B' R B' U L B L' B' b u';2023-08-02 23:33:39;4.32
417;4.12;;U' B R U' B' U' R B' l r;2023-08-02 23:34:01;4.12
418;5.76;;B R B L R' L' U B' r b u;2023-08-02 23:34:38;5.76
419;5.54;;B' L' U R' B' U' R' U' r' b';2023-08-02 23:36:06;5.54
420;5.33;;U L B L U' L R L' l' r' u';2023-08-02 23:36:30;5.33
421;4.39;;L B' R L U' L' B U' b;2023-08-02 23:36:45;4.39
422;6.38;;R' B U L R' L R' B' U' r' u;2023-08-02 23:37:08;6.38
423;6.54;;L' R U' B' U L B' R l r' b';2023-08-02 23:37:29;6.54
424;7.94+;;L U L' R' U B' R U' l r b' u';2023-08-02 23:37:53;5.94
425;7.26;;B R' B U R' L' B U l' r' b u;2023-08-02 23:38:18;7.26
426;6.36;;R' B R' B R' B U' L' r;2023-08-02 23:38:56;6.36
427;4.67;;U' R B L' U' R' B' U l r;2023-08-02 23:39:17;4.67
428;5.16;;R B R B' R' L' R B' b u;2023-08-02 23:39:40;5.16
429;7.25;;L R L U' R' L U' R b' u;2023-08-02 23:40:04;7.25
430;5.16;;U L' B L B L' B' L' U' l' u;2023-08-02 23:40:22;5.16
431;5.90;;R' L U R' B' L U B' l u';2023-08-02 23:41:02;5.90
432;5.64;;B' L B' U B' U B' L' r' b';2023-08-03 14:50:19;5.64
433;4.25;;B L' B U' L B' R' B' r b' u';2023-08-03 14:50:52;4.25
434;7.60;;B R L' U' L' U' R' L' l' b u;2023-08-03 14:51:20;7.60
435;7.44;;L' U' L U' R' L U R l r' b' u';2023-08-03 14:51:47;7.44
436;4.46;;R U R' U R U' R L' r u;2023-08-03 14:52:10;4.46
437;5.37;;R' U B' L' U' B' R U l b;2023-08-03 14:52:39;5.37
438;5.35;;B' R B R' B L' U' L' l' r' b' u;2023-08-03 14:53:03;5.35
439;7.70+;;B' R B' L' B U R' B' l r u';2023-08-03 14:53:26;5.70
440;7.31;;R U L' R' B R' B R U' b' u;2023-08-03 14:53:53;7.31
441;5.12;;U' R' B' U R B' R' U u;2023-08-03 14:54:17;5.12
442;5.28;;R U' R B' L' R' L R' L' l' b' u;2023-08-03 14:54:40;5.28
443;4.44;;U R' B' U R' U' R' B' l' r b' u';2023-08-03 14:55:01;4.44
444;7.07;;L' B U' B' L' R U B' L' l' r b u';2023-08-03 14:55:22;7.07
445;3.26;;R L R' L U B' L U' B' l;2023-08-03 14:55:42;3.26
446;6.55;;B R' U' L R' B' U' L l r b' u';2023-08-03 14:56:01;6.55
447;9.35+;;B L B' R' L' B U L' l u';2023-08-03 14:56:36;7.35
448;4.20;;R U' L' B U L' R' B' R l r;2023-08-03 14:57:02;4.20
449;6.72;;L' B U' B' U B' U' B' l u';2023-08-03 14:57:33;6.72
450;6.82;;U' L' R' L U R B U B' l' u';2023-08-03 14:58:01;6.82
451;7.68;;R' L R' U' B' L B' U l b' u';2023-08-03 14:58:26;7.68
452;5.91;;B L' B' R' L B R L' U l' r' b' u';2023-08-03 14:59:45;5.91
453;6.53;;L' U L' R' B U' L' U R l' r' b u;2023-08-03 15:00:06;6.53
454;5.77;;L R' B L' U' L' B' R' l' b;2023-08-03 15:00:26;5.77
455;6.97;;B' U B R B' L B' L U' r b';2023-08-03 15:00:54;6.97
456;6.82;;U B' U' R' L' U B L' r' b' u';2023-08-03 15:01:27;6.82
457;6.40+;;B' R' U' B R' U B L' l' b;2023-08-03 15:01:53;4.40
458;7.39+;;R' U' R' L' U' L B R' l' b u';2023-08-03 15:02:20;5.39
459;5.08;;U R U' B' R U B' R l u';2023-08-03 15:02:47;5.08
460;5.68;;U' B R' B' U' L B' R r' b' u;2023-08-03 15:03:05;5.68
461;4.94;;L' B R' L' B' U L' U' r u';2023-08-03 15:03:30;4.94
462;5.32;;L' R L B' R B L R l' b' u;2023-08-03 15:04:15;5.32
463;3.60;;B' U B' U L U' R' L' l';2023-08-03 15:04:36;3.60
464;6.78;;L' U R U' B U B U' l' r' b u;2023-08-03 15:04:57;6.78
465;4.53;;L R' U' R' B U R' B l' r b u';2023-08-03 15:05:18;4.53
466;4.37;;U' B U' B' U' R B L' l' b';2023-08-03 15:05:38;4.37
467;5.38;;R B' L R B L' R' U' L u;2023-08-03 15:05:55;5.38
468;6.80;;L' B R L' U B' L' U B' l r' u;2023-08-03 15:06:17;6.80
469;6.95;;L B' U B R L' U B l' u;2023-08-03 15:06:43;6.95
470;5.02;;L' R' U' L' B L' U B l r b u;2023-08-03 15:07:24;5.02
471;4.61;;B' U B' U' L' B R' U l' b;2023-08-03 15:08:18;4.61
472;4.74;;R' L R B' L R' B L r b;2023-08-03 15:08:51;4.74
473;5.35;;U' B' L B R' B U B R' b' u';2023-08-03 15:09:09;5.35
474;4.40;;B' U' L' B' U R' B' L R' r' b u;2023-08-03 15:09:32;4.40
475;6.72;;U' L B L R L R U' b' u;2023-08-03 15:10:04;6.72
476;4.70;;L R L' B' R' B' L U' B' l r';2023-08-03 15:10:25;4.70
477;6.91;;U B L' U R L' R U r' u';2023-08-03 15:11:04;6.91
478;7.15;;L' B R U' R U L U R l r b';2023-08-03 15:11:36;7.15
479;7.23;;R' L' B' L' U B' L U' r' b;2023-08-03 15:12:25;7.23
480;3.98;;U B R' U B R B R r;2023-08-03 15:12:48;3.98
481;4.04;;U' L' R L' B U B R' U' r;2023-08-03 15:13:16;4.04
482;3.11;;L' B' L' B L' B' L B l b' u';2023-08-03 15:13:37;3.11
483;3.89;;B U' L' B R' B' R' L' l' r u';2023-08-03 15:14:05;3.89
484;7.48;;U R' B U' B R U L l' r' b' u';2023-08-03 15:14:29;7.48
485;6.99;;U' B L' B' L' R' B R' l b' u';2023-08-03 15:14:50;6.99
486;9.99;;U' R' U' B U B R' B l' b u;2023-08-03 15:15:29;9.99
487;5.20;;L' B' L U R U B L' l r b';2023-08-03 15:16:05;5.20
488;5.95;;L' U' L B U' L' B' R l';2023-08-03 15:16:24;5.95
489;4.56;;L R B L B L' U L' l r b' u;2023-08-03 15:16:46;4.56
490;4.26;;B L' B U L B' L R' l' r' u;2023-08-03 15:17:04;4.26
491;5.25;;U' L R' L' R U' L' B' r' b' u';2023-08-03 15:17:24;5.25
492;3.88;;U' L' R' L R' B' U' B' r' b u;2023-08-03 15:17:42;3.88
493;4.67;;B R' L' B' R' B U' B l';2023-08-03 15:17:58;4.67
494;4.40;;R B' R L B' U L U' l' r b' u';2023-08-03 15:18:20;4.40
495;7.78;;R' B R U' B' R' B L l b' u';2023-08-03 15:18:41;7.78
496;6.62;;B L' R U' R' L U' R l' r u;2023-08-03 15:19:03;6.62
497;5.34;;U' B L' R L B R B' l' r b;2023-08-03 15:19:24;5.34
498;6.48;;B R' B' R L' B' R L' l' r b u';2023-08-03 15:20:04;6.48
499;5.37;;R' L' B U' R' U' L' U R r' u';2023-08-03 15:20:36;5.37
500;5.71;;L U R' U R' L' R L' U' b';2023-08-03 15:20:59;5.71
501;5.18;;R U L' B' R' B' R' L u';2023-08-03 15:21:32;5.18
502;9.90+;;U' R U B' R U B' L' l' u;2023-08-03 15:21:59;7.90
503;7.06+;;U' L' R' L B' R B' L U' b;2023-08-03 15:22:33;5.06
504;4.16;;U R' U L' R' B' R' L l' r' b' u';2023-08-03 15:22:52;4.16
505;5.42;;R B' L R U L U' R r' b u';2023-08-03 15:23:30;5.42
506;6.17;;R U' B' U R' L U' R' B' l' r' b u;2023-08-03 15:24:02;6.17
507;5.26;;R' U R' B' U B L' B' l r u';2023-08-03 15:24:31;5.26
508;7.22+;;B U' B U L U' R' L' l b u';2023-08-03 15:24:58;5.22
509;5.76;;R U B L' U' B' U R l r' b u';2023-08-03 19:48:51;5.76
510;6.05;;B L B U B' R B' L l r' u';2023-08-03 19:49:21;6.05
511;5.11;;B' R' U' B' U L R' B U' b u;2023-08-03 19:49:38;5.11
512;6.57;;L R' U' R' L R' B R l' r' b u';2023-08-03 19:50:00;6.57
513;6.93;;B R U' B R' U' B L l b u';2023-08-03 19:50:28;6.93
514;5.77;;U R' B' L' R' L' U R' L' l b' u;2023-08-03 19:50:56;5.77
515;5.74;;U' L' U R' B R' B L l b;2023-08-03 19:51:16;5.74
516;6.97;;B U' B U R' B' U' R' l';2023-08-03 19:51:38;6.97
517;4.96;;R' B' L' B' R' B' L' B' r' b' u';2023-08-03 19:51:56;4.96
518;6.74;;B R' U L B' R' U' R' l r' b u';2023-08-03 19:52:18;6.74
519;4.76;;B' R' U' B U' L B R' r;2023-08-03 19:52:40;4.76
520;6.04;;L U' R U B R' U' L' U r u';2023-08-03 19:52:57;6.04
521;4.96;;R' B R' U R' L' B' L' l b;2023-08-03 19:53:15;4.96
522;6.29;;B L R' L U' L B L l r' b' u;2023-08-03 19:53:43;6.29
523;4.80;;L' R' L U B' R U' B U l u';2023-08-03 19:54:19;4.80
524;4.79;;R' L B L R L' U' R' l';2023-08-03 22:24:44;4.79
525;7.08+;;U B' R L' U' L U' B' R' l' r u;2023-08-03 22:25:04;5.08
526;5.64;;L B L' B L R' U R' l b' u';2023-08-04 15:10:13;5.64
527;4.48;;L B L' U' B' L B L' r b';2023-08-04 15:10:37;4.48
528;6.47;;L R B L' R L' U L l r b' u';2023-08-04 15:10:59;6.47
529;6.03;;R B' U' B' U L B L' l r' u';2023-08-04 15:11:24;6.03
530;6.56;;B' R U R' B' U' R' U' l' r b u;2023-08-04 15:11:52;6.56
531;3.74;;L' U R' L U' R' U' R' r';2023-08-04 15:12:15;3.74
532;3.97;;L U' R' B L R' U' L B' l' r;2023-08-04 15:12:37;3.97
533;7.36;;B R U' R' B R L' B l' r b' u';2023-08-04 15:12:59;7.36
534;2.34;;U L' U R' L B' U B;2023-08-04 15:13:22;2.34
535;6.21;;R U' R' B' L' U' L' B l' r' b' u';2023-08-04 15:13:45;6.21
536;3.54;;B' L' R B' L' U' L' U' b' u;2023-08-04 15:14:05;3.54
537;7.38;;U' L' U L' B' U' L U' l r b';2023-08-04 15:14:23;7.38
538;8.00;;R B L' B' U' R L' R' L' l' r' b' u;2023-08-04 15:14:45;8.00
539;5.88;;R L' B' R L B' L R L';2023-08-04 15:16:51;5.88
540;6.07;;L' B U' R B U R U r' b u;2023-08-04 15:18:01;6.07
541;5.86;;U' B' L' U L U R U' B' l' r b u;2023-08-04 15:18:21;5.86
542;6.17;;R' B L' R' U R B' R' l' r b' u';2023-08-04 15:18:41;6.17
543;9.33;;R L' B' U R U' B' R l' r' b';2023-08-04 15:19:00;9.33
544;6.08;;B R L R' B' R B U' l r u;2023-08-05 22:19:40;6.08
545;3.92;;B' L B' R' L' B' L B' r b;2023-08-05 22:20:07;3.92
546;6.12;;B L' B' R L' U' L' R' l r' b';2023-08-05 22:20:24;6.12
547;4.14;;B' U B' L U L' R' U' l b;2023-08-05 22:21:24;4.14
548;6.36;;L' R' U' B U' L' B' L' l r b';2023-08-05 22:23:20;6.36
549;7.93;;R B' R' B' U' R L' U l' r b' u;2023-08-05 22:23:50;7.93
550;6.86;;B' L' B' R' L B U B' l b' u';2023-08-05 22:24:13;6.86
551;11.19;;B U R' L' B' R L' R l' b u;2023-08-05 22:24:47;11.19
552;6.70;;L U B U R' L R' L l b u';2023-08-05 22:25:41;6.70
553;3.20;;L U' B L' U' L U' B' l r u';2023-08-05 22:26:49;3.20
554;6.51;;B U R U B' R' B U l r' b;2023-08-05 22:32:17;6.51
555;5.91;;L' U R L U' B U' L B' l' r u;2023-08-05 22:32:38;5.91
556;7.85;;L R' U' B' L B' L' R l r b u';2023-08-05 22:33:00;7.85
557;6.71;;R U R' L U' R B L' l r' b' u';2023-08-05 22:33:28;6.71
558;3.18;;R' B R' U' B R' B' R l' b;2023-08-05 22:33:45;3.18
559;7.70;;L' B' L' U' B L U L l' r' b' u';2023-08-05 22:34:04;7.70
560;4.92;;L U' R' U B R U' L' B l r' b';2023-08-05 22:34:31;4.92
561;4.16;;L' R' L R' B' L' B' R' r b';2023-08-05 22:34:52;4.16
562;5.07;;B R B' U R' U' B R' r' b u;2023-08-05 22:48:55;5.07
563;4.25;;R U B L B L' B' R r' b';2023-08-05 22:49:21;4.25
564;7.33;;U B R' B L' B' L' B' l' b' u';2023-08-05 22:49:43;7.33
565;5.72;;U R U' B' U' R U B l' r b u;2023-08-05 22:50:13;5.72
566;9.07;;L' U' B' R L' U' L B U' l r b u';2023-08-05 22:50:40;9.07
567;6.00;;U' B' L B U B U R' l b' u';2023-08-05 22:51:05;6.00
568;4.64;;B' R' L' B' L R U' B l u';2023-08-05 22:51:29;4.64
569;6.72;;U' B' L' U' B L' U R' l' r';2023-08-05 22:51:51;6.72
570;4.49;;U R' L' R' B R U' L' r' b u';2023-08-05 22:52:20;4.49
571;7.97;;U' R B R L' B' L' U' l b';2023-08-05 22:52:50;7.97
572;4.59;;B' R B' U' B' U L R l u';2023-08-05 22:59:35;4.59
573;6.07;;R' B R' L R' L B R l r u';2023-08-05 22:59:54;6.07
574;3.85;;L B R L U' B L' R U b u';2023-08-05 23:00:20;3.85
575;5.56;;B R' U L R B U R l' b' u;2023-08-05 23:00:36;5.56
576;5.48;;B' U R U' L' B L' B l;2023-08-05 23:00:54;5.48
577;4.57;;U B R' U' L B' R U l b';2023-08-05 23:01:16;4.57
578;4.90;;U' B' R' U' L U R' L' r b' u;2023-08-05 23:01:31;4.90
579;8.01;;R B U' B L' U L R' U' l r b;2023-08-05 23:02:06;8.01
580;8.12;;L' R' B' L' R' B' R' U' l' u;2023-08-05 23:02:33;8.12
581;6.16;;B L' B U B' R' B L l r b';2023-08-05 23:03:44;6.16
582;3.12;;L' R L' U' L' R' L' R' L r';2023-08-05 23:04:03;3.12
583;5.96;;R' U R' B U' B' U B r' b u';2023-08-05 23:15:11;5.96
584;6.54;;B L' R L' U L' B' L' l r b' u';2023-08-05 23:15:34;6.54
585;3.68;;R' U L' B' R B L' U' R';2023-08-05 23:15:56;3.68
586;7.65;;R U R' U' R L' R B' l' r' u;2023-08-05 23:16:35;7.65
587;6.00;;U' R B R' B R L' U' R' u';2023-08-05 23:17:00;6.00
588;5.48;;R' L R' B R L' U' L' l' r' b' u;2023-08-05 23:17:23;5.48
589;4.90;;U' R L U' R U L R b u;2023-08-05 23:17:49;4.90
590;5.49;;L' R' L' U B' R B' L' r' b' u;2023-08-05 23:18:15;5.49
591;5.69;;L' R' L U' R' L R' L r' b' u;2023-08-05 23:18:35;5.69
592;6.00;;R B L' R' L' U L' B' l b' u;2023-08-05 23:19:01;6.00
593;5.46;;U' L B U' B R U' L' l' r b' u';2023-08-05 23:19:29;5.46
594;6.46;;R U' L R B' U' R B l r' b;2023-08-05 23:19:48;6.46
595;8.47;;R' L' R' L' U L' B' U' r b' u;2023-08-05 23:20:09;8.47
596;7.74;;B' U' L' U' L' R' B' L l r;2023-08-06 17:33:49;7.74
597;4.28;;L R' B' R' B' U' R' L' B r;2023-08-06 17:34:13;4.28
598;6.88;;R' U B' U B L B L' l' r b u';2023-08-06 17:34:31;6.88
599;4.45;;R B R L B L B R l r' b u;2023-08-06 17:34:49;4.45
600;5.13;;U' B' L U' L U L R' U' l' r u';2023-08-06 17:35:04;5.13
601;5.01;;B' L' B R' U B L' B' r b u';2023-08-06 17:35:23;5.01
602;5.71+;;U R' L U L R' L U R' l;2023-08-06 17:36:07;3.71
603;6.21;;U L U' R L' B' U B' l r';2023-08-06 17:36:38;6.21
604;4.51;;U' B' U' R' L' U' L U' r b u;2023-08-06 17:36:56;4.51
605;4.87;;B' L R B U R B U' r b';2023-08-06 17:37:15;4.87
606;3.70;;B' L R' B L R U L b u;2023-08-06 17:37:48;3.70
607;7.93;;R' U' L' R L U' B' R' B' u';2023-08-06 17:38:05;7.93
608;DNF(3.43);;B U L' R' U' B L U r u';2023-08-06 17:38:29;3.43
609;5.08;;B U B' L R U L' U';2023-08-06 17:38:49;5.08
610;4.24;;B' L' U B L B' L R l' r b u;2023-08-06 17:39:10;4.24
611;7.41;;L' R U' L B' U' L' U B l r b';2023-08-06 17:39:28;7.41
612;5.32;;U' R' L R' L' U' R' B b' u';2023-08-06 17:39:56;5.32
613;5.23;;U R' U L' U' B' R' L' l' r u';2023-08-06 17:40:12;5.23
614;4.61;;U' L' B L' U R' U' R' b' u';2023-08-06 17:40:30;4.61
615;3.92;;B' U L B L' R B U' l' r';2023-08-06 17:41:08;3.92
616;6.36;;L' U L R' B R B R U l b u;2023-08-06 17:41:50;6.36
617;4.31;;U L U' R U' B L B' b';2023-08-06 17:42:08;4.31
618;6.71;;L B' R' B L R' U' L' l' r' b u';2023-08-06 17:42:26;6.71
619;8.37;;B' R' U' R' U L' B' R l r b' u;2023-08-06 17:42:58;8.37
620;5.24;;B' U' R B' U L' B L' b' u;2023-08-06 17:43:44;5.24
621;5.67;;R' L R' U' L' U' L' U' l r';2023-08-06 17:44:00;5.67
622;5.64;;R L' B' R' U R B' R' l' b';2023-08-06 17:44:18;5.64
623;6.50;;R B R B L R B L B l' r' b u';2023-08-06 17:44:45;6.50
624;4.72;;L' R' B R' U B R U' l r u';2023-08-06 17:45:25;4.72
625;4.85;;B U' R' U' B' U L R r b u;2023-08-06 17:45:44;4.85
626;5.44;;R U L' R' B L U' L u';2023-08-06 17:46:03;5.44
627;7.82;;B' U R' U' L B' R' L l r' u';2023-08-06 17:46:20;7.82
628;4.15;;U B U' R' B' L' U R l r' u;2023-08-06 17:46:55;4.15
629;6.94;;L U B' L' U L R L U' b';2023-08-06 17:47:19;6.94
630;5.96;;U' B' U' L' R B' U B' l r b u;2023-08-06 17:47:41;5.96
631;4.97;;L R' L' B' L' U' B' U' r' u;2023-08-06 17:48:07;4.97
632;4.49;;L R U' L' R' L' B' L' l r b';2023-08-06 17:48:23;4.49
633;5.08;;L U' B U L' U B' L' l' r' b;2023-08-06 17:49:04;5.08
634;4.74;;L' B' U' R' U R' B' L' l r b;2023-08-06 17:49:29;4.74
635;4.21;;U R' L B' U' B R B' R' r b' u';2023-08-06 17:49:48;4.21
636;4.67;;R U' L' U B' R U B U' l r b u;2023-08-06 17:50:06;4.67
637;5.30;;U' B L' U B' U' R' B' l' r' b';2023-08-06 17:51:04;5.30
638;5.42;;L R' L B' L' U' L U' l u';2023-08-06 17:51:24;5.42
639;4.56;;B' R' U R U B' R U' l r b;2023-08-06 17:51:44;4.56
640;4.78;;B' R L R B' R' L' U' L' l r b' u;2023-08-06 17:52:19;4.78
641;5.57;;U L R' B U' B R' B' r b' u;2023-08-06 17:52:37;5.57
642;4.97;;R' B' U B L' B L' U b;2023-08-06 17:52:59;4.97
643;5.30;;B' R' L' U L' R' U' B' l' r b u;2023-08-06 17:53:35;5.30
644;6.55;;L R L U' L' B U' L' l r b u';2023-08-06 17:53:52;6.55
645;4.89;;U' B' U B' U' R U' B l u';2023-08-06 17:54:10;4.89
646;DNF(4.65);;B R' B U' L' R U L' l r u';2023-08-06 17:54:34;4.65
647;6.90;;U' B L' U' R' L R' U l r b';2023-08-06 17:55:09;6.90
648;4.75;;B L R L' B' L U' B l' r b';2023-08-06 17:55:28;4.75
649;4.70;;U B L' R U' L B' R L' r' b u;2023-08-06 17:55:57;4.70
650;5.19;;U R' U' L R U' R L' l r b u';2023-08-06 17:56:16;5.19
651;4.07;;B' L B R L U' B' U' l;2023-08-06 17:56:47;4.07
652;5.44;;R' U L U L U R U l' r' b u';2023-08-06 17:57:05;5.44
653;5.81;;L U R L' R' U R' L U' r b u;2023-08-06 17:57:22;5.81
654;6.56;;B L' R U' B U' L' R' l r' b';2023-08-06 17:57:47;6.56
655;8.94;;B U' R' U L U R' U' r' b u;2023-08-06 17:58:40;8.94
656;7.63+;;L' B' U B' U B U' L R' l' r' b;2023-08-06 17:59:03;5.63
657;5.88;;U B' R' L R U L U r b u;2023-08-06 17:59:23;5.88
658;5.66;;U' L' R U' B R' L' B' l r b u';2023-08-06 18:00:10;5.66
659;4.92;;B L' R U' R L' R B l r' u';2023-08-06 18:00:29;4.92
660;4.29;;U L R L U B R' L r u;2023-08-06 18:00:51;4.29
661;7.62+;;B L' U L' B U' L' U l' b u;2023-08-06 18:01:16;5.62
662;4.58;;B R' B' R L' U B U' r' u;2023-08-06 18:01:43;4.58
663;7.31;;U L' B R' U B R' U l r' u';2023-08-06 18:02:04;7.31
664;5.02;;B' U' L B U L U L l r b' u';2023-08-06 18:02:24;5.02
665;6.49;;B U R B R' L B' U' l' r b' u;2023-08-06 18:02:50;6.49
666;6.09;;U' L' U' B' L' B' R U l b';2023-08-06 18:04:03;6.09
667;5.53;;U L' R U' R U' R U b' u;2023-08-06 18:04:23;5.53
668;7.20+;;U R' L' R' B R U' R' L' l r b' u;2023-08-06 18:04:41;5.20
669;5.13;;U L B U' R' L' B R' u';2023-08-06 18:05:00;5.13
670;3.13;;B L U' R L U B' R' l b';2023-08-06 18:05:20;3.13
671;5.89;;R U B' U B L R' B r' u';2023-08-06 18:05:44;5.89
672;6.35;;U B R L' U' B L' B' U l' r' b' u;2023-08-06 18:06:06;6.35
673;4.50;;L' B R U B' R B L B' l b';2023-08-06 18:06:27;4.50
674;4.81;;L R B' U L R B R' r' u;2023-08-06 18:06:44;4.81
675;4.74;;R' U B' R' L' R' L B' r' b;2023-08-06 18:07:04;4.74
