No.;Time;Comment;Scramble;Date;P.1
676;6.89+;;R' U L B' R L' R L r b u;2023-08-06 18:07:21;4.89
677;5.74;;B' U B L B L B R' l' r b u;2023-08-06 18:07:50;5.74
678;7.22;;B R L' U' B' L U' L' l' r' b;2023-08-06 18:08:27;7.22
679;4.63;;B' U' L B' L' R U' R' r;2023-08-06 18:08:45;4.63
680;5.94;;R L' U B R' U' R' U' r u;2023-08-06 18:09:04;5.94
681;5.34;;R' U' L' U L B L R' r b' u;2023-08-06 18:09:33;5.34
682;5.78;;L' U L' R' L' B' L U r u;2023-08-06 18:10:17;5.78
683;4.13;;R' L' U B' L' R' L B l r' u';2023-08-06 18:10:36;4.13
684;8.36;;L' B R' U R' L' B U l' r' b';2023-08-06 18:10:52;8.36
685;6.08;;L' R B U L U B R l' r b u';2023-08-06 18:12:09;6.08
686;4.12;;R L B' R' U' R' B R' u';2023-08-06 18:12:28;4.12
687;6.53;;B U B R' L B' U' R B' l b' u;2023-08-06 18:13:28;6.53
688;2.37;;B R U' R' L' U B L' r';2023-08-06 18:13:47;2.37
689;3.53;;U B' L R' L U B R r' u';2023-08-06 18:14:04;3.53
690;5.44;;R' B' U R' U' B U L U l' b;2023-08-06 18:14:27;5.44
691;6.12+;;B U B' U B' R' B U l r b' u';2023-08-06 18:14:49;4.12
692;5.24;;L' R U R B' L' R L B l' r' u';2023-08-06 18:15:13;5.24
693;5.29;;U L' R L' B' L B' L' r';2023-08-06 18:16:20;5.29
694;4.57;;L R L B' U' B R' L' l' u';2023-08-06 18:16:36;4.57
695;4.24;;B L R L' U R B U l b u;2023-08-06 18:16:54;4.24
696;4.04;;L U' L' R L' U R' L r' b u';2023-08-06 18:17:12;4.04
697;DNF(7.04);;L U R L' U R' U' B u';2023-08-06 18:17:30;7.04
698;8.39;;L U' B' U B' U B R' l' r b u;2023-08-06 18:17:58;8.39
699;3.90;;U' L B' U L' B L' B' l' b';2023-08-06 18:18:46;3.90
700;6.12+;;L R' B' L B' L R' L' l r' u;2023-08-06 18:19:13;4.12
701;6.66;;B R' U' B' U' L B U' l' r' u;2023-08-06 18:19:34;6.66
702;6.78;;R' B L' U' B' U' L B' l' u';2023-08-06 18:19:59;6.78
703;2.29;;L U' B U L' R' L' R r';2023-08-06 18:20:24;2.29
704;5.67;;B R B' R L B' R L' R' l' b u';2023-08-06 18:21:40;5.67
705;5.42;;B L' R U B R' U' B' l r' b' u';2023-08-06 18:22:00;5.42
706;6.57+;;L' B L' U' L R' L R l' b';2023-08-06 18:22:20;4.57
707;5.66;;B' L' R' U L' R' B' R' u;2023-08-06 18:22:42;5.66
708;7.05;;U' L' B R' U R L B L' r b u';2023-08-06 18:23:01;7.05
709;3.37;;R' B' R' B' R' L R B';2023-08-06 18:23:31;3.37
710;6.86;;B' U' R' U L' U L' R' l' r' b' u';2023-08-06 18:24:28;6.86
711;4.68;;L R U B R' B U L';2023-08-06 18:24:52;4.68
712;6.19;;R' B' U' L R B' R' U l' u';2023-08-06 18:25:12;6.19
713;6.39;;L' R' L' B R' B U L' l' r;2023-08-06 18:25:42;6.39
714;6.22;;U L' U' R' B' U R U l r' u';2023-08-06 18:26:02;6.22
715;6.16;;R U' B R' L' B U' B' b u;2023-08-06 18:27:22;6.16
716;6.00;;R B R U' R' B' L' B' l' r' b';2023-08-06 18:27:39;6.00
717;5.73;;R' U' R' B R L B U l' r' b' u;2023-08-06 18:27:59;5.73
718;5.49;;B R' L' R' L U' R L' l' r' u;2023-08-06 18:28:19;5.49
719;4.10;;U L B L' U' R U' B' l' r u;2023-08-06 18:28:37;4.10
720;3.74;;U R U R U R U R l' u;2023-08-06 18:28:55;3.74
721;4.20;;B' R L' R U' B' U' R' U' r u;2023-08-06 18:29:09;4.20
722;9.80+;;L R U B' L' R' B U' l' r' b' u;2023-08-06 18:29:27;7.80
723;5.79;;U' R U' B' R L' R U B' r';2023-08-07 12:13:59;5.79
724;5.85;;B R' U B' R' L R U' l r u;2023-08-07 12:14:35;5.85
725;7.00;;B' L R L U L' B' R B' l r' b' u';2023-08-07 12:14:59;7.00
726;5.54;;U' L' U B L U R' L l' r;2023-08-07 12:15:26;5.54
727;6.04;;U' R U' B L B U R' L' r;2023-08-07 12:15:48;6.04
728;5.35;;R' U B' U R B L' R' l b;2023-08-07 12:16:30;5.35
729;5.24;;B' U' L B U B R B' r b' u';2023-08-07 12:16:54;5.24
730;6.79;;B U L' R U' R' U' B b' u;2023-08-07 12:17:15;6.79
731;6.06;;B' L U' B' R L B U' l r' b u;2023-08-07 12:17:34;6.06
732;6.52;;B' U R' U B' L U' B r' b;2023-08-07 12:18:21;6.52
733;4.44;;R B' U' L R' B' R U' u;2023-08-07 12:18:46;4.44
734;4.64;;R L R' B' U B U' B l b';2023-08-07 12:19:04;4.64
735;7.33;;R' U' L' R L' B' R B r' b u;2023-08-07 12:19:26;7.33
736;4.77;;B' U R B' R U B L' R l' u;2023-08-07 12:19:49;4.77
737;9.50;;U L R' B L U' R' L l r b u;2023-08-07 12:20:34;9.50
738;6.21;;L B' L R U R' B' L l' b' u;2023-08-07 14:53:47;6.21
739;5.58;;R L B' U R' B' L U' l b' u;2023-08-07 14:54:11;5.58
740;6.57;;R B L U' L U' R' L l' r' u';2023-08-07 14:54:35;6.57
741;5.33;;U' B' U' R U' L U' R u;2023-08-07 14:54:53;5.33
742;6.35;;B U' R L B' L R L' r' b u;2023-08-07 14:55:12;6.35
743;5.16;;U B' U' R U' L U' L l b;2023-08-07 14:55:33;5.16
744;3.08;;R' B L U L B' U' B r' b' u';2023-08-07 14:56:26;3.08
745;6.32;;B U' R B' U' L' U' R l' r' u;2023-08-07 14:56:47;6.32
746;5.34;;U B U L U' R U' B b;2023-08-07 14:57:08;5.34
747;5.29;;R' U' R' U L' U' B L' l b';2023-08-07 14:57:29;5.29
748;7.97;;U' B R B U' R L' R' r' b u;2023-08-07 14:57:46;7.97
749;7.29;;U' B' L' R' B U' B L' l' r' b u;2023-08-07 14:58:13;7.29
750;6.88;;B U B' U' R' L B U' l r' b u';2023-08-07 14:58:39;6.88
751;2.32;;U B R' B' L B' U R u';2023-08-07 14:59:08;2.32
752;7.22;;B U R' L R' B' U R' U' l r b u;2023-08-07 14:59:25;7.22
753;5.61;;R L B R' L R' L U' r' b;2023-08-07 15:00:16;5.61
754;4.09;;U' B L' U' R L B' R' r b' u;2023-08-07 15:00:39;4.09
755;5.70;;R' B' L R L' R' B' U' l' r' b' u';2023-08-07 15:01:01;5.70
756;6.03;;U L U L R B L' B' l b' u';2023-08-07 15:01:24;6.03
757;7.14+;;R' U' L' B L B L U' B' b' u';2023-08-07 15:01:45;5.14
758;4.49;;R' L R B' U' B' R U r b' u';2023-08-07 15:02:06;4.49
759;3.89;;U B' R' L' U' L U B' u';2023-08-07 15:02:28;3.89
760;6.65+;;U' L' B' L' R' L U B' r' b u;2023-08-07 15:02:48;4.65
761;7.44;;U' B R B' L R B' R' l;2023-08-07 15:03:04;7.44
762;7.70;;B' L B U' R' B' R' U r b' u';2023-08-07 15:03:27;7.70
763;6.96;;L' U L B U L' R' U l r;2023-08-07 15:03:48;6.96
764;5.43;;L' R' U' L B L' U' L' l' u;2023-08-07 15:04:11;5.43
765;6.13;;B' R' U' R L B' U' L' l r' b;2023-08-07 15:04:31;6.13
766;4.53;;U' B' L U' R L' R L' r;2023-08-07 15:04:52;4.53
767;6.66;;L R' U' B' L U B' L' U' r' b';2023-08-07 15:05:18;6.66
768;3.57;;U' R' U B R' U L' B' U' u;2023-08-07 15:06:15;3.57
769;5.04;;B U' L' U' L' U' B L l r' b' u';2023-08-07 15:06:36;5.04
770;5.45;;B' R' B' U' L B R' U l' r u;2023-08-07 15:06:53;5.45
771;6.24;;B L' R' U R U R' B' L' l' b u';2023-08-07 15:07:09;6.24
772;6.87;;L B' L' R L R' U B' b u';2023-08-07 15:07:33;6.87
773;6.14;;U R B' R' U B R' B l b u;2023-08-07 15:07:58;6.14
774;5.23;;B' U B' U' L' R U R' l u';2023-08-07 15:08:24;5.23
775;5.30;;B R' B' L U L B U' l' r b' u';2023-08-07 15:08:53;5.30
776;6.54;;U' B U' B' U R' L B' l' b' u;2023-08-07 15:09:11;6.54
777;6.60;;B L B R U' L R' U l' b u;2023-08-07 15:09:32;6.60
778;6.60+;;L' U B' R U' B' U' L' l' r b';2023-08-07 15:09:55;4.60
779;5.36;;B' L B U' L R' U R' r b' u';2023-08-07 15:10:21;5.36
780;5.08;;B' R' U R' U' B' L U l r' b;2023-08-07 15:10:37;5.08
781;7.18;;B R U B U' B' L U l r b' u';2023-08-07 15:10:57;7.18
782;3.98;;L U' B U L' R B' R' l r' b';2023-08-07 15:11:15;3.98
783;4.77;;L' R' B' U B' R' U L' l r' u;2023-08-07 15:11:34;4.77
784;5.20;;L' R B' R U B R' U' b' u;2023-08-07 15:11:50;5.20
785;3.40;;B' R B' U L' U' R' L l b';2023-08-07 15:12:11;3.40
786;9.48;;R U B' R' B' R' L B' b' u';2023-08-07 15:12:33;9.48
787;3.72;;U B L U L U B R' r b u';2023-08-07 15:13:01;3.72
788;5.95;;R U L' B' U R L' B' l' b' u';2023-08-07 15:13:18;5.95
789;6.18;;U L R' B L' B R B l' r b u;2023-08-07 15:13:44;6.18
790;4.78;;L' B R' L' U R' B L l' r b' u';2023-08-07 15:14:12;4.78
791;7.44;;L B R U' L' B' R L' r' b' u';2023-08-07 15:14:30;7.44
792;6.17;;R' L U' L U L B L' r' b' u;2023-08-07 15:14:50;6.17
793;6.68;;U' B' U' R' L R' U R' l r' u';2023-08-07 15:15:07;6.68
794;7.28;;L B' R L' B L B U' L' r' b' u';2023-08-07 15:15:25;7.28
795;9.17;;L U R' L U R' L' U L' l' r u;2023-08-07 15:16:19;9.17
796;4.62;;U' L' B' L R' B' U B b' u';2023-08-07 15:16:46;4.62
797;4.94;;R' U' B' R L' B U R b u;2023-08-07 15:17:03;4.94
798;9.79+;;R' U' L' B R L' U' R r' b';2023-08-07 15:17:20;7.79
799;7.49;;L' U' R L' B U' R' U' l' r b' u;2023-08-07 19:27:02;7.49
800;5.07;;B L' B' U R' L B' U' R l b;2023-08-07 19:27:30;5.07
801;7.42;;U' L B' U L' R' B' R l' r' b' u;2023-08-07 19:28:00;7.42
802;5.96;;R U' B' U R B' U L B' l r' b' u';2023-08-07 19:28:29;5.96
803;6.12;;U' L' R B' L' R U L' r' b u;2023-08-07 19:28:53;6.12
804;8.86;;R B' U R' B R B L' r;2023-08-07 19:29:14;8.86
805;5.78;;U' B' R B R' L B L l r' b;2023-08-07 19:29:47;5.78
806;4.69;;R' B R' B R' L B' U r';2023-08-07 19:30:10;4.69
807;4.69;;B R' B' U' B L R' B' l' r u;2023-08-07 19:30:33;4.69
808;5.32;;R U L' U R' U B' L r' b';2023-08-07 19:30:53;5.32
809;4.77;;R' L' B L R U' L' R' r u';2023-08-07 19:31:24;4.77
810;5.80;;U' B U' B' L B' R' B' l' r' u;2023-08-07 19:31:53;5.80
811;6.35;;R L' U R L U R U' l b' u';2023-08-07 19:32:18;6.35
812;5.32;;B' U B' L B U' L' B l' b' u;2023-08-07 19:32:43;5.32
813;5.27;;R' L U' R' B R' U' B' R r' b u;2023-08-07 19:33:04;5.27
814;9.16;;B' L' B' L R B U L l r b' u';2023-08-07 19:33:52;9.16
815;6.33;;R L' U R' U' R' U' B l' u;2023-08-07 19:34:14;6.33
816;6.66;;U' B L' B R L' U B R' r';2023-08-07 19:34:33;6.66
817;4.29;;R U R' U R' B L' B' l r b;2023-08-07 19:35:21;4.29
818;4.47;;U' L' U' B L R' B' U l' r b;2023-08-07 19:35:45;4.47
819;5.40;;L U L R L U' B R' l r' b u;2023-08-07 19:36:02;5.40
820;6.63;;U B R' B U R' U B' L' l' r' b' u;2023-08-07 19:36:37;6.63
821;5.85;;B' L' U' R B' R' U B r' u;2023-08-07 19:37:05;5.85
822;7.17;;B' L U' R' L U R U' R' l' r b u;2023-08-07 19:37:29;7.17
823;6.31;;U' B' L' B U' R' B' R' r u;2023-08-07 19:38:15;6.31
824;6.15;;B' R' B' L' B L' U L' r b u';2023-08-07 19:38:40;6.15
825;4.88;;R' B R' B R' B R' L r u';2023-08-07 19:38:58;4.88
826;5.81+;;L' U' L B U' L' B' L' r' b;2023-08-07 19:39:20;3.81
827;8.06;;L U' L R B L' B R r u';2023-08-07 19:39:44;8.06
828;4.25;;B R U R' B' R' U' R b u;2023-08-07 19:40:13;4.25
829;5.19;;R U' B' U R U' L' U' l b' u';2023-08-07 19:40:34;5.19
830;7.98;;B' L B' R' U' L' B' R' l r' b u';2023-08-08 13:52:03;7.98
831;7.38;;B' R' U B L U' R B U' l r' b u;2023-08-08 13:52:36;7.38
832;7.38;;B' R U B' R' B U L' l' r' u;2023-08-08 13:53:03;7.38
833;2.64;;R B L U R' U' R' L' l';2023-08-08 13:53:24;2.64
834;3.65;;U' L U' L' U' R L U' l' r';2023-08-08 13:53:38;3.65
835;3.98;;B' L' B' U B' L B' L' r b;2023-08-08 13:54:06;3.98
836;6.77;;U' R B' U' L' R' L B' l' r b u';2023-08-08 13:54:44;6.77
837;4.87;;L U R' L' R B' L R' r' b;2023-08-08 13:55:01;4.87
838;5.14;;L' U' B L B L U B l' r b;2023-08-08 13:55:31;5.14
839;7.76;;R' L B' L B R' B L b u';2023-08-08 13:55:53;7.76
840;6.75;;L U' L R' U B' L' B' l r b u;2023-08-08 13:56:13;6.75
841;4.91;;R B U R' L U L' U' l' r' b';2023-08-08 13:56:40;4.91
842;6.15;;L U' B' U R' L U R r';2023-08-08 13:57:01;6.15
843;5.46;;R U B' R U B' L U' r b;2023-08-08 13:57:19;5.46
844;4.45;;R' B R' U' R' U' B R' b;2023-08-08 13:57:43;4.45
845;4.39;;B' L' U B L U L B' l' b;2023-08-08 13:58:01;4.39
846;3.23;;B' U B' L' B' L B' R' r';2023-08-08 13:58:17;3.23
847;7.65+;;B' U B' U R B' L R' L' l r' b' u';2023-08-08 13:58:38;5.65
848;4.24;;B' R L' B R' B' U R' l' r' u';2023-08-08 13:58:55;4.24
849;6.85;;R L U R' U B R' U l r u';2023-08-08 13:59:11;6.85
850;4.65;;U' L R' U L' B L U' L' u';2023-08-08 13:59:32;4.65
851;6.12+;;U B U' L U' R' L' R r' b' u';2023-08-08 13:59:52;4.12
852;5.89;;R U B R' U' L U R' l' r b' u';2023-08-08 14:00:43;5.89
853;4.55;;B U B' L B' L B' R' l' r b;2023-08-08 14:01:17;4.55
854;6.12;;B R L U' B L' U' B l' r b u;2023-08-08 14:01:39;6.12
855;4.16;;L U B R' L U R B' l b' u;2023-08-08 14:02:02;4.16
856;4.59;;L' B' U' L R L' B U' r' b' u;2023-08-08 14:02:31;4.59
857;6.88;;L' R B' U' L' U' L' B' r' b';2023-08-08 14:02:48;6.88
858;5.51;;B' U B' L R' B L' B l' b';2023-08-08 14:03:21;5.51
859;5.12;;L U L' U L' U B' U' l r' b' u';2023-08-08 14:03:41;5.12
860;5.30;;L U L B' R L U' B' l r b u';2023-08-08 14:04:07;5.30
861;4.87;;L U L' U B R' U' B l r';2023-08-08 14:04:37;4.87
862;3.90;;U' B' U' L' R' B U L' l';2023-08-08 14:04:59;3.90
863;4.73;;L' R L B U' B R B' b' u';2023-08-08 14:05:17;4.73
864;8.11;;U B R B L' U' R L l r' b' u';2023-08-08 14:05:33;8.11
865;3.53;;R' B R' B' U B L' U' l r u;2023-08-08 14:05:54;3.53
866;5.42;;B' U' L' U' B R' U' L r' b' u';2023-08-08 14:06:08;5.42
867;4.93;;L' R' L' U L B R' B' l;2023-08-08 14:06:24;4.93
868;7.68+;;B' R' U B' R' U' R' U l r b;2023-08-08 14:07:13;5.68
869;5.07;;U L' R' B' L R' B' R' U' l' b u;2023-08-08 14:07:30;5.07
870;3.29;;U' R' B' U' R' U' L U' l';2023-08-08 14:07:48;3.29
871;4.27;;U' R' B L' B L R U b' u;2023-08-08 14:08:03;4.27
872;6.59+;;U L' B' R L R L' U l' r b';2023-08-08 14:09:16;4.59
873;5.64;;R U' L B' R' B' U L' l r b' u';2023-08-08 14:09:37;5.64
874;7.13;;R U B R L' U' R L' U' u';2023-08-08 14:10:01;7.13
875;4.11;;L' R U' B' U' R' L R' l b;2023-08-08 14:10:59;4.11
876;6.03;;L' R' B' L R U R' U l r' b;2023-08-08 14:11:31;6.03
877;5.19;;B L' U' L' B' R B' U' l' r b u';2023-08-08 14:11:51;5.19
878;4.55;;U' L U R' B' R U L l' r' u';2023-08-08 14:12:04;4.55
879;7.03;;B L' U R' U' B L' B' l b' u';2023-08-08 14:12:26;7.03
880;3.15;;L R' U' R U' L' B U' r;2023-08-08 14:12:47;3.15
881;5.42;;L R' B' U' B' R' L B' r' u;2023-08-08 14:13:50;5.42
882;4.47;;B' L R B R' L B U l r' u';2023-08-08 14:14:08;4.47
883;6.30;;L' B' R' B L' R U' B r u';2023-08-08 14:14:23;6.30
884;5.66;;U' L R' U L' B R L' U' l' r' b u;2023-08-08 14:15:10;5.66
885;8.29;;U L U L R' L U' B R' l' r' b u;2023-08-08 14:15:41;8.29
886;3.79;;U' B L U' L' B' U' R' r b' u';2023-08-09 18:17:32;3.79
887;4.88;;L' B' R U' B R' U' L' l' u';2023-08-09 18:17:58;4.88
888;11.60+;;R B U' L B U L U l r b u;2023-08-09 18:18:20;9.60
889;8.94;;B' U B' R U L B' R' l b' u';2023-08-09 18:20:33;8.94
890;6.08;;L' B' L B' L B R' L' b';2023-08-11 16:46:22;6.08
891;6.85;;L' U' B' U B R' U R' B' l u;2023-08-11 16:46:44;6.85
892;6.45;;L R' B L' R' U L U u;2023-08-11 16:47:01;6.45
893;6.28;;B U R U' L' U' B L r u';2023-08-11 16:47:25;6.28
894;7.07;;R B' U' B' U' B' R L l r b u';2023-08-11 16:47:45;7.07
895;6.22;;U B U B' L B' L U' r b u;2023-08-11 16:48:07;6.22
896;5.31;;R' B' R' U' R' B U L' R l' r';2023-08-11 16:48:30;5.31
897;4.94;;U' L R U' L B' U R L' b' u';2023-08-11 16:48:51;4.94
898;4.15;;B' U R L' U' R U' B l';2023-08-11 16:49:06;4.15
899;7.99;;R L U' L U' R B' U' L l r u';2023-08-11 16:49:30;7.99
900;8.51;;U' L' U B R' L U' L U' r b' u';2023-08-13 14:14:25;8.51
901;4.87;;R L' B' U' R B' L' U l r u;2023-08-13 14:14:47;4.87
902;4.52;;U L U' L B R' U R' r' b;2023-08-13 14:15:12;4.52
903;3.96;;U' L U' R' B' R' U' R r' b;2023-08-13 14:15:32;3.96
904;6.22;;R' B' L R U' L U B' L' l' r;2023-08-13 14:15:52;6.22
905;6.44;;U' L B L' R U' L' R l' r b;2023-08-13 14:16:10;6.44
906;8.42;;R B' R U' R' U' R L' l' r b';2023-08-13 14:16:37;8.42
907;5.14;;R' L' B U' B U B' R' l' u';2023-08-13 14:17:01;5.14
908;4.61;;R U B R' U' R L B' r';2023-08-13 14:17:22;4.61
909;5.19;;L' R B' U' L' R' L' U l u';2023-08-13 14:17:45;5.19
910;5.34;;B' U L B' U L' B' U' r u';2023-08-13 14:18:01;5.34
911;5.13;;L U R' B L U R' L R' l b u;2023-08-13 14:18:19;5.13
912;5.32;;U' L' U R B' L' B' R' L' l' r b u';2023-08-13 14:18:39;5.32
913;2.64;;B R' B' R L R L U l r;2023-08-13 14:19:00;2.64
914;7.02;;L R' B L U' B L' U l' r b' u;2023-08-13 14:19:28;7.02
915;6.52;;R' U' L U' R' L B' R r b u';2023-08-13 14:19:48;6.52
916;5.73;;R' U' L R U B U' L r' b;2023-08-13 14:20:08;5.73
917;5.73;;B U' L' U L' R U' L' l r' b u;2023-08-13 14:20:26;5.73
918;7.07;;R U' R' B' R' L R U l' r' b' u';2023-08-13 14:20:44;7.07
919;5.48;;R U' L R U L U B L l' u';2023-08-13 14:21:19;5.48
920;6.02;;R' B' R U' B' R B' L' B' l' r u';2023-08-13 14:21:37;6.02
921;4.90;;R B' U' R' B' U R' U;2023-08-13 14:22:02;4.90
922;6.25;;R U' R L B' U' R B L' r b u';2023-08-13 14:22:30;6.25
923;6.32;;R' B U L' R' B' R B l' r' b' u';2023-08-13 14:23:11;6.32
924;4.39;;U L' U L U L' U B R' l b u;2023-08-13 14:23:37;4.39
925;4.94;;U L B' U' R L B R' r u';2023-08-13 14:23:52;4.94
926;4.44;;B' R B' L R U L R' l' r' u;2023-08-13 14:24:11;4.44
927;3.56;;U L U L' U R' L' R r' b u';2023-08-13 14:24:31;3.56
928;6.13;;B U' R B L B L' U' l' r b';2023-08-13 14:25:13;6.13
929;3.16;;U' B U' B' R L' R' U' l r' u';2023-08-13 14:25:30;3.16
930;3.56;;B L' R' L' U B' L' R' r u';2023-08-13 14:25:43;3.56
931;5.01;;U' L' U' B U R' B' R l' r' b u';2023-08-13 14:26:09;5.01
932;5.77;;R U' L' B' L U' L' R' l' r b' u';2023-08-13 14:26:40;5.77
933;5.15;;U' R B U' R' B' U B' L' l' b;2023-08-13 14:27:00;5.15
934;3.96;;B' L' R L U L' R' L' l b';2023-08-13 14:27:40;3.96
935;10.27;;L' U R L U' B U' L l' r b';2023-08-13 14:27:58;10.27
936;5.20;;L B L R L U R' B' l' u;2023-08-13 14:28:41;5.20
937;6.44;;R' L R L R B' R U l r b' u';2023-08-13 14:29:00;6.44
938;9.44;;L' B' R B' L R' L' U' l r b u;2023-08-13 14:29:19;9.44
939;8.07;;U' R' B U' R L B L l r b u';2023-08-13 14:29:41;8.07
940;2.63;;R L U B L' B R' L u;2023-08-13 14:29:59;2.63
941;5.89;;L R' U' B' U L R' B l r b;2023-08-13 14:30:15;5.89
942;5.09;;B' U' L' B' L' U' B' U R' l' r u';2023-08-13 14:30:44;5.09
943;6.42;;L R' B' L' R' B R L' B' r b u';2023-08-13 14:31:17;6.42
944;6.34;;U' B' R L U' B' L B' l b';2023-08-13 14:31:59;6.34
945;5.77;;U' B' L U' R' B L' U b' u;2023-08-13 14:32:20;5.77
946;3.00;;B L B L' B' L' U' L' l r b';2023-08-13 14:32:41;3.00
947;5.25;;B R' U L R' U B L l' r b' u';2023-08-13 14:33:05;5.25
948;6.44;;U' L R' U R' B U' R B' l' r b' u';2023-08-13 14:33:36;6.44
949;6.37;;B U' L' R' B' R' L B l' r' b' u';2023-08-13 14:33:58;6.37
950;4.72;;L' R U R' L U R' U' b u;2023-08-13 14:34:15;4.72
951;4.52;;R B' U R' L R' U B b u;2023-08-13 14:34:29;4.52
952;4.77;;L R' U L' U R' U' B L' r b;2023-08-13 14:34:47;4.77
953;6.31;;L' U B' L B' L R B' R' r b;2023-08-13 14:35:07;6.31
954;4.56;;L' R L U' L' B' L U' R' l r b' u';2023-08-13 14:35:30;4.56
955;6.56;;U' L R' B' U R' L' R L' r' u;2023-08-13 14:36:03;6.56
956;5.31;;L' B' L B U' R L U' l' r b u';2023-08-13 14:36:24;5.31
957;5.68;;R' L R' U' R' U' L R' l' r' b';2023-08-13 14:36:41;5.68
958;5.10;;R' U R L R' L R' U' l' r;2023-08-13 14:36:58;5.10
959;5.00;;L' U B' L' U B' R B' l r';2023-08-13 14:37:15;5.00
960;5.74;;R' U R B L' U' B' R' l' r' b u';2023-08-13 14:37:35;5.74
961;6.05;;U' B' L' U B U' R' B' l' b u;2023-08-13 14:38:10;6.05
962;7.78;;L U L' U R L' R B' R l u;2023-08-13 14:38:28;7.78
963;4.42;;U B' U L' R' U R U' l r b;2023-08-13 14:38:56;4.42
964;5.14;;B' U' R U' R U' B R' b' u;2023-08-13 14:39:15;5.14
965;9.71;;R' L R' B' R' L R' B' r' b';2023-08-13 14:39:34;9.71
966;5.56;;L B' U' L R' U R' B' l r b';2023-08-13 14:39:57;5.56
967;6.62;;R L' R' B U' L B L' l' r';2023-08-13 14:40:12;6.62
968;6.95;;B' L' B' U' B' U' B' R' r' u';2023-08-13 14:40:33;6.95
969;7.87;;R B R U L B' R U R l r' u;2023-08-13 14:41:16;7.87
970;5.76;;B' L' U' B L B' L' R l r' u;2023-08-13 14:41:43;5.76
971;3.47;;U R' L U R' L B L' l r';2023-08-13 14:42:01;3.47
972;5.87;;R' L B' L B' L R B' l' b';2023-08-13 14:42:16;5.87
973;5.41;;R B U' R B L B R' U l' r b' u;2023-08-13 14:42:37;5.41
974;4.94;;R' B R B R U L' R' U r u;2023-08-16 15:50:08;4.94
975;8.89;;B' U' R L' U' B' U B l' r' b' u';2023-08-16 15:51:00;8.89
976;5.05;;U' L' R' B' U L B R' l' r b';2023-08-16 15:51:29;5.05
977;10.47;;B R' L' B R L' U L' R b u';2023-08-16 15:52:05;10.47
978;5.26;;L' R' L' U R' U' B R' b;2023-08-17 21:50:25;5.26
979;4.54;;R L B' L' U' L R B' b;2023-08-17 21:50:37;4.54
980;6.19;;U L R' L R U' L' B' l' r b u;2023-08-17 21:50:53;6.19
981;6.68;;U R U R' B U' R L' B' l b' u;2023-08-17 21:51:08;6.68
982;5.73;;L B R' B' U L U' B' l r b' u;2023-08-17 21:51:31;5.73
983;5.57;;R' B' R' U L' B U' R' l' r;2023-08-17 21:51:55;5.57
984;6.99;;R U' R B' L B' U B' b' u';2023-08-17 21:52:12;6.99
985;10.40;;R B' U' L' U L' R U' l u';2023-08-17 21:52:29;10.40
986;6.87;;L' B' U' L' R' B' U' B l r' u;2023-08-17 21:52:52;6.87
987;5.78;;B R' U B L' U L R' l r' u;2023-08-17 21:53:25;5.78
988;4.60;;L R U R B' L' B' L' U l r b u';2023-08-17 21:53:42;4.60
989;4.79;;U' R B L B R' U' B' l' b' u';2023-08-17 21:53:59;4.79
990;5.13;;L' B U R' L' B R B' r' b;2023-08-17 21:54:14;5.13
991;5.03;;R U L R L' B U R l' r u';2023-08-17 21:54:31;5.03
992;5.98;;U L' B L U' L' R U' L' l r b' u';2023-08-17 21:54:54;5.98
993;6.22;;L' B R' B L R U B l r' b u;2023-08-17 21:55:12;6.22
994;5.18;;L B' L' U' R B' R' B' r' b u;2023-08-17 21:55:30;5.18
995;7.21;;U R' B' U R' L R' L l u';2023-08-19 15:05:40;7.21
996;4.09;;U L' B L' B' U B' R' l b;2023-08-19 15:06:05;4.09
997;6.95;;U L' B R' U' B L R' l r' b';2023-08-19 15:06:25;6.95
998;2.65;;B U L U L' B' U' L l b u';2023-08-19 15:06:48;2.65
999;5.56;;U' B' R' B' U B' L U' l r b';2023-08-19 15:07:04;5.56
1000;5.91;;B' L' U R' B' U B' U R' l r b u;2023-08-19 15:07:26;5.91
1001;8.01;;L R' B' L B' R' L U B r' b' u';2023-08-19 15:07:46;8.01
1002;5.31;;R L' R B L' R' L' B l b' u;2023-08-27 21:58:29;5.31
1003;4.92;;R' B U' L' B L' U' R' l r u';2023-09-04 21:02:51;4.92
1004;5.86;;B R' L' U B R' U R' l b;2023-09-04 21:03:07;5.86
1005;6.40;;L B' R' B U' B' L B' l r b' u;2023-09-04 21:03:27;6.40
1006;9.91;;R L' B' U R' B' U' L l' r' b;2023-09-04 21:03:54;9.91
1007;4.26;;B U R B R' B L R r' b u';2023-09-04 21:04:22;4.26
1008;4.09;;R L' B U' R' L' B R' l' b';2023-09-05 22:43:06;4.09
1009;4.89;;B' U R L B U' R' B' l r' u';2023-09-05 22:43:23;4.89
1010;5.03;;L' R' B' L R L' U' R l';2023-09-05 22:43:43;5.03
1011;3.50;;U R' L R' L U L R' U' b;2023-09-05 22:43:58;3.50
1012;3.51;;R L' R' U' R L B' R' b u';2023-09-05 22:44:17;3.51
1013;4.67;;B' R U L U' L R' L' r b u';2023-09-05 22:44:48;4.67
1014;5.10;;L U' B L' U B L U L' l r' b' u;2023-09-05 22:45:13;5.10
1015;6.86;;R B U R' L U' R B' l' r' b' u';2023-09-05 22:45:37;6.86
